"","No screening","0.648 0.496 POCT","0.576 0.496 POCT","0.504 0.496 POCT","0.648 0.64 POCT","0.576 0.64 POCT","0.504 0.64 POCT","0.648 0.784 POCT","0.576 0.784 POCT","0.504 0.784 POCT","0.9999 0 POCT","0.882 0.417 POCT","0.807 0.61 POCT","0.667 0.872 POCT","0.533 0.952 POCT","0.331 0.987 POCT"
"558",18.6739840898523,19.010827178311,18.9194504607438,18.8528442920899,19.1860041480412,19.0516976082169,18.9507206384699,19.5985666661008,19.3840267137705,19.2082619397043,21.4698037341526,19.6274995068425,19.6124331579232,20.2437313058875,20.7997689151033,21.1592331179496
"559",19.6326769458962,19.8285335214858,19.7781411999573,19.7408841448608,19.9164756969681,19.8457736975625,19.792055651934,20.1163383254342,20.0078695872488,19.9192737024437,21.1334335399446,20.1671341538696,20.1423255445864,20.4351107887949,20.728601786035,20.944674201737
"560",19.0537460387177,19.5179838642456,19.4101353398278,19.3268495465712,19.6816546009022,19.5438957478124,19.4337219768159,20.0065906102325,19.8254384591806,19.6688526351472,21.3738372907918,20.1541016122731,20.085606228653,20.4562632827863,20.8194404332917,21.098024816047
"561",18.2941006213737,18.6525775378734,18.5571003020178,18.4874616863835,18.8285565524308,18.6898784366853,18.5861380942465,19.2469041954689,19.0225503126603,18.8422958800005,21.4924741506741,19.3169868585697,19.2817911602854,19.9431416153113,20.6060569184335,21.0856371020761
"562",19.6891037408402,20.0215683934354,19.9429005837572,19.8827101746962,20.1430470471499,20.0409657587003,19.9602808075705,20.3905088844565,20.2521042790734,20.1342869535388,21.5079831425482,20.5017023303896,20.4497301842214,20.7459371851966,21.0454445416065,21.280483771432
"563",20.3308777844813,20.483835708025,20.4410913851366,20.4103837665432,20.5692780344506,20.504285230314,20.4563562353313,20.7815047456263,20.6706412034961,20.5823015503807,21.8925921335659,20.787330099636,20.7837230223716,21.1401454988727,21.4770315873918,21.7045774847435
"564",19.2563107962356,19.5276659867119,19.4548508962057,19.4018933312379,19.6634798525229,19.5569162884378,19.4774587366812,19.9894217241374,19.8150485588693,19.675434958698,21.7598944244078,20.0379787338257,20.0133928550185,20.536757947638,21.0615265531077,21.4399661612274
"565",20.0093171065446,20.1908558251249,20.1425223042554,20.1071719583322,20.2803326296515,20.2103170348335,20.1576584131342,20.4903918054208,20.3789128803783,20.2883143025285,21.5277068568767,20.5204756006461,20.5053362522382,20.8283260487765,21.1349082405583,21.3465116953179
"566",19.3237920607512,19.7844360661305,19.6761288554677,19.5929434472413,19.9510860468799,19.8113204246342,19.7002711534389,20.2871471810609,20.1000629230234,19.9395678032404,21.7408957391667,20.4346933963242,20.3658407073175,20.7608705306678,21.1509691884702,21.4503169761733
"567",20.5067752702662,20.6482477435513,20.6126801510835,20.5861205382603,20.7082441738409,20.6594734971811,20.621973677389,20.8402070136062,20.7681894370599,20.7085474416101,21.4773687017553,20.8801984257478,20.860934204842,21.0432582850191,21.2239701217173,21.3572987376141
"568",19.2737627033177,19.6357137976241,19.5421093990859,19.4726828023662,19.8023563722554,19.6708696093959,19.5701733185189,20.1753885490116,19.9777566454118,19.8131876831821,21.8184109248938,20.243981376027,20.210335227032,20.7378132793971,21.2136987160313,21.5326888253535
"569",20.5370635543467,20.6264750435788,20.6004449866954,20.5820593342112,20.6819128055576,20.6405052270923,20.6105962518341,20.8282245174032,20.7520152184008,20.6929283605942,21.7105183223878,20.8202904466107,20.8234976083345,21.0955722205056,21.3684555535779,21.5591076691081
"570",19.5591091764756,19.8614440857159,19.785080058732,19.7282223102961,19.9907951362792,19.8855631797107,19.8049838941104,20.2779831144763,20.1207653820919,19.9914033759551,21.7188606153585,20.3659512327329,20.3235098377179,20.7274553394185,21.1359506122254,21.4427502973337
"571",21.3227856541916,21.3636787845519,21.3531068114946,21.3453146587292,21.3821845651426,21.3672780414274,21.3560038413281,21.4246819820016,21.401512917841,21.3827318074034,21.6518749972048,21.4357701142218,21.4303492568291,21.4938774143979,21.559262205783,21.6084175407396
"572",19.4147938252509,19.6585914451467,19.5944289586222,19.547479745664,19.7742135332812,19.6820537597699,19.6129422794599,20.0465009958733,19.8989664396447,19.7805018957206,21.551868263377,20.1048589713885,20.0759146672932,20.5013334436707,20.9412645723588,21.270537876753
"573",20.1332019708716,20.3346955004547,20.2844319921428,20.2467274393353,20.4188690224177,20.3504938826839,20.2975875297162,20.601294614328,20.5021303648185,20.4192250721477,21.4377038795285,20.656275223995,20.6298906031993,20.8750108266815,21.1111485313601,21.2815984684536
"574",18.8624986994699,19.2932259475044,19.1806381422774,19.0973631417992,19.4974051677386,19.3378517638441,19.2158910036436,19.9570840909374,19.7156875921206,19.5144626372038,21.9355062546066,20.0253460694574,19.991702375107,20.6459326167767,21.2194624195991,21.5941508341604
"575",19.5787548932108,19.7985985515712,19.7404485214034,19.6979196206182,19.904595392628,19.8207298742545,19.7577959839836,20.1543045269817,20.0200914411891,19.9118915295118,21.4785317381365,20.2004186496274,20.1774113130112,20.5662394933693,20.9556889872655,21.2380450539839
"576",20.9504599896867,20.9733724849144,20.967179280033,20.9626686240193,20.9851180328115,20.9760318915743,20.9692210200861,21.0129621291029,20.9983259074951,20.9864335640342,21.1475485818925,21.0157349350929,21.014318346979,21.0576020048934,21.0974200079382,21.1239947297882
"577",19.7938974898792,20.2769259542548,20.1712262155967,20.0874098455427,20.427341519845,20.2985633924773,20.1923267149431,20.7054594276493,20.5490778675321,20.4092177732538,21.7516506542415,20.8506281327529,20.7847464969023,21.0606831979718,21.3243078273896,21.5286073163319
"578",18.9058156339218,19.2286766638895,19.1431614082102,19.0806673462881,19.384831872837,19.2613011283447,19.1687029249651,19.7537383038478,19.5553585657046,19.3956987604016,21.7300907703165,19.8215005487778,19.7876639212492,20.3651558460818,20.9464499328334,21.3696662670888
"579",21.2361060210553,21.4776015665281,21.4248535256464,21.3829377546457,21.5529726473048,21.4887970966669,21.4356802566808,21.691897279992,21.6144331991677,21.544747112919,22.1951869590815,21.7606735924935,21.7294050476268,21.8672538963779,21.9958465956223,22.0925391075101
"580",20.2620971906708,20.4140827713582,20.3735802756125,20.3440372953271,20.488817910437,20.4299752998202,20.3859452484442,20.6663804060194,20.5712572229002,20.4947685852002,21.6128953780321,20.695546152506,20.6808950713153,20.9611099602055,21.2404876439196,21.4415531976585
"581",19.9806418747355,20.2828567510841,20.2084945638935,20.1523612184314,20.4052249864343,20.305368342476,20.2275034597962,20.665349982921,20.5237861640885,20.404314086216,21.8128342539903,20.7488854490286,20.7090433911629,21.0466008891436,21.3679937379063,21.5990441553081
"582",19.1422467257103,19.4269687108771,19.3490344431039,19.2924731142226,19.5782456129515,19.4625466832756,19.3760544456303,19.9400275207763,19.7516812766879,19.598601567568,21.6464883970846,19.9608508398586,19.9497320907153,20.518157448732,21.0281063356954,21.3614762416983
"583",17.8267298364292,18.1198002228061,18.0348402351712,17.97481924329,18.2993966689758,18.1645710222627,18.0672959715332,18.7748991424252,18.5258030495809,18.3335450563126,21.7726009525875,18.756878655404,18.7633972403312,19.6573523273754,20.5809772041968,21.2438441744772
"584",20.9828748762106,21.1332661896278,21.0956791735068,21.0675977126656,21.1957361518479,21.1444509871049,21.1050516376869,21.3328619895155,21.2571704233014,21.194789499927,22.0291671682282,21.3803362701018,21.3575758732912,21.5467008956829,21.7417952302863,21.8922097269436
"585",20.1851951100145,20.3919530902653,20.3408487372275,20.3022491893578,20.4771737998537,20.408357032207,20.3545584780706,20.6578176039712,20.5607604132194,20.4782313318667,21.4092176344016,20.7082839287854,20.6841525236266,20.9170207595851,21.1282370632055,21.2731768589643
"586",20.8666486014733,20.9376054589846,20.9187901649045,20.9049981489802,20.972230204513,20.9451092073279,20.9246490847286,21.052839722578,21.0100930214976,20.9751972618679,21.4419120728691,21.0648389039136,21.0588369786026,21.1808892682546,21.2952898967338,21.3735076579156
"587",19.2786959948978,19.6019433238654,19.5195696634285,19.4580514772933,19.745780190146,19.6317708652536,19.543701765003,20.0606707770984,19.8938057342997,19.7533326230368,21.3864160104559,20.1252418155302,20.0939011609843,20.5222467770306,20.9015501551945,21.1535984367967
"588",20.2496865548525,20.4362442470234,20.3898981668871,20.3551993778743,20.5124934342375,20.4496134042239,20.4011994621272,20.6786557933705,20.5865736847333,20.5105590199185,21.5238725273238,20.7395934267646,20.7104828218859,20.9366446884821,21.1716399870766,21.3550483341634
"589",18.1476580203226,18.6547039681473,18.5276977079127,18.4324244545678,18.8697891828375,18.6964802775366,18.5621979440466,19.3357121031368,19.0848591163115,18.8740920241509,21.3812444169003,19.4607694871428,19.400536481941,20.0251741210252,20.6068173702173,21.0128710971641
"590",19.0125292902921,19.3221962365417,19.2394167745772,19.1788645476343,19.4768756947027,19.356677656415,19.266125879009,19.8387821125951,19.6482521038248,19.4925580201577,21.5478027507298,19.8817985186865,19.8600329731715,20.4110453330646,20.9164330402312,21.2553064827045
"591",20.088876068573,20.2533673564868,20.211466806642,20.1802933014577,20.3257906128536,20.267655480964,20.223086563777,20.4868554852551,20.4000099567897,20.3280622308266,21.2418982875136,20.5272143091246,20.5076147595205,20.7339708922137,20.9506252859602,21.1043432679271
"592",18.3777959543076,18.9151470932473,18.787365886024,18.6895829067549,19.1155241540717,18.9490423719195,18.8172221100865,19.5243459660191,19.2988993978775,19.1057802447406,21.2679199420254,19.6869768667423,19.6106367925412,20.1026089649631,20.5773914671046,20.9302287930706
"593",19.5078121955426,19.8690595288227,19.7771389316544,19.7084181430089,20.0294243844087,19.9024114177381,19.8041422412176,20.3793458907628,20.1942493949565,20.0380196971573,21.8300936433745,20.4500684173772,20.4157128804379,20.8889627945467,21.3048537585509,21.5793746139656
"594",18.2615929441259,18.9279129858812,18.7735613452913,18.6536882388126,19.1653220183246,18.9688328060686,18.8101633317223,19.6304759903555,19.3773237820631,19.1544270743639,21.3664822884457,19.8072696117566,19.7249583252913,20.2460111545977,20.7134359411438,21.040608460492
"595",20.5458433065556,20.647408852866,20.6208257240836,20.601245559542,20.6953432259883,20.6575041804986,20.6288078845431,20.8052568069105,20.7466724230813,20.6986121684958,21.3303856326055,20.825211277905,20.815358714906,20.9777496242425,21.1306254861359,21.2362752960016
"596",19.4415730663603,19.8557884394326,19.7622630678465,19.6889797831508,19.9943946434392,19.8776901427232,19.7826201229841,20.2593610316204,20.1127213520379,19.9829163814231,21.2615608192821,20.3788109270159,20.3238247668344,20.6062350574674,20.8696035370174,21.0639972906353
"597",20.4300556994935,20.5987288007191,20.5567738162787,20.5250685936946,20.6698535757832,20.6131569093961,20.5686981642747,20.8199777958246,20.7405639670533,20.6724119077605,21.4029552958132,20.8546758331717,20.8380396535492,21.0297399022838,21.1938614684431,21.3007685637095
"598",20.203948535608,20.4385464881995,20.3799808783089,20.3361449264863,20.5361766795915,20.4563845527421,20.3948887419862,20.7492937735737,20.632431298184,20.5355111259199,21.7830694460465,20.8188982561505,20.7855066914319,21.076131593485,21.3672674364572,21.5853434871865
"599",18.6772358984267,19.1050420685106,18.9953552614328,18.9136222132018,19.2983560375389,19.1456944997998,19.0280465931953,19.7243209432802,19.4991960199201,19.310055499692,21.5219983257047,19.8053566867999,19.7658707173929,20.3514798549852,20.8680040923004,21.2092801578574
"600",20.0628889504501,20.2802022590776,20.2260596040197,20.1853390638987,20.3712704466163,20.2977803075409,20.2406516566054,20.566921450935,20.4615843567885,20.3727087661746,21.4108915615148,20.6207831416119,20.5949216921387,20.8533392848526,21.0921449161325,21.2581208363212
"601",18.723510442519,19.252490281008,19.1238204673217,19.0258869486539,19.4631399593828,19.2924307497955,19.1576884318376,19.8995884849183,19.6652651703546,19.4636089185438,21.6275293097343,20.0283864624456,19.9672176062252,20.5076897997717,20.9886203215202,21.3155343774077
"602",19.6708853613488,19.9277493462307,19.8618805625235,19.8131957539597,20.0415572375344,19.9493801549099,19.879460671292,20.3005136127804,20.15871549466,20.0435095153631,21.6847617055408,20.3744733304991,20.3384995455827,20.7197609637082,21.1154511987444,21.417450780685
"603",19.1113346778216,19.5047701323205,19.4064240354469,19.3326892584918,19.6701710208847,19.5361360661458,19.4324577848674,20.0292041482018,19.8345188265034,19.6716887780585,21.6632846460717,20.1338322023857,20.0835506220927,20.5671982257906,21.0297556222245,21.3611062743929
"604",19.231306196362,19.6354210319593,19.5330273073548,19.4564915942807,19.8122009215605,19.6710705730198,19.5620722248409,20.1989512815801,19.9924395084315,19.8191236544383,21.8747642421033,20.2884776674947,20.2450983966216,20.7717313605634,21.2513569844678,21.5781521241469
"605",20.9975649594427,21.1285550871808,21.0949991963116,21.070053800041,21.1872540971018,21.1404914057458,21.1046307439888,21.3179605673232,21.2480630509495,21.1899597694035,21.9101915612341,21.3468090082964,21.3327460260379,21.5163944700208,21.6870359808119,21.8046390341941
"606",19.7158443745241,19.9737025173753,19.9060047666228,19.8561176023695,20.0968404245602,20.0003044054422,19.9269475704033,20.378242884276,20.2295057544527,20.106777133131,21.661459463439,20.4221582113663,20.400360656391,20.8124341193195,21.1877815085804,21.4397700187871
