"","No screening","0.648 0.496 POCT","0.576 0.496 POCT","0.504 0.496 POCT","0.648 0.64 POCT","0.576 0.64 POCT","0.504 0.64 POCT","0.648 0.784 POCT","0.576 0.784 POCT","0.504 0.784 POCT","0.9999 0 POCT","0.882 0.417 POCT","0.807 0.61 POCT","0.667 0.872 POCT","0.533 0.952 POCT","0.331 0.987 POCT"
"233",29498.8768070936,31755.0196043078,31229.6298645483,30825.5738955134,32583.543291013,31901.4159632241,31356.9117432388,34256.8367342461,33349.1647129973,32560.0523624023,40766.9047529663,34841.7777518767,34565.9803110685,36542.1887867128,38339.4955460378,39623.3762515849
"234",41902.0275025445,43040.1505666941,42754.2182815688,42543.1134558616,43536.8574844417,43134.5251203221,42829.677020974,44678.5975997798,44055.4325245565,43549.30189467,50744.6211822176,44982.9412961904,44833.2994771895,46535.0008822661,48296.4319582494,49649.7125744021
"235",35504.1200723223,37201.7877784896,36743.6872082086,36410.9410481019,38092.0556479901,37411.5450057102,36902.0792744176,40220.947713653,39116.1824852678,38215.5474302516,50056.2880903535,40324.5899321653,40267.4031227377,43599.1375429671,46560.7607658667,48511.2189866229
"236",35768.8098819506,36524.9220684393,36312.0053948993,36161.2252471637,36973.424609933,36636.098430938,36391.8130399001,38156.3976552835,37539.4214973366,37059.792392116,45221.8361515509,38103.2574496166,38122.9187653773,40309.3614338516,42506.775260037,44070.4469947118
"237",27297.0199205049,31143.8661614852,30245.1909725472,29556.9435013349,32523.0703686508,31359.3649910317,30438.7729498684,35329.1075064183,33755.206059171,32414.9521268112,48065.2044563455,36622.541893788,36017.8633706377,39360.8374751297,42772.1544477668,45497.1076749412
"238",28976.7033565726,30129.8685358024,29802.9206756819,29570.8985774798,30817.2889295727,30301.962838862,29927.3337540712,32605.6987610272,31677.3271933601,30950.0134025515,42692.1241187689,32523.3090690978,32555.1353600327,35778.3734201211,38906.3446534732,41065.6225252523
"239",43463.9123199977,44120.2552784679,43955.2577781623,43834.2583914347,44413.8218284639,44177.4590101106,43999.8216813177,45107.4646746388,44730.5229214487,44427.2694340169,48937.805806514,45264.1908605516,45185.7321074872,46266.8405529693,47397.5622499034,48272.3114171347
"240",41425.5553401688,42196.7510216118,41990.9163943768,41841.7381133604,42600.1877786572,42292.0716736634,42062.0558549635,43576.6443783658,43070.4708486458,42659.2966252743,48157.064747078,43609.9021602369,43589.9199299372,45144.1701716141,46539.1193689914,47477.0373018082
"241",37493.9060009243,38520.9227542979,38258.6529566693,38066.0542810519,38991.701486343,38616.2925099566,38333.224943652,40092.9140116628,39500.1249087885,39019.4441753632,45793.8081741438,40313.1666731004,40203.0274128156,41887.6572741104,43571.4629281261,44815.755560895
"242",45341.6864003547,45795.2286073889,45691.9433470649,45613.9141351073,45963.5145721483,45824.4313045593,45715.9471638608,46326.9793362501,46128.7162127238,45961.4746805207,47945.4179027174,46444.1323385114,46387.1205884826,46866.8214261713,47338.7371559571,47708.1183924396
"243",41905.5163420132,43133.527198785,42832.3800517924,42606.9546171263,43645.1560492728,43231.7639944828,42912.4183885507,44768.0609067721,44162.9640421595,43656.7060186504,49802.7796828442,45062.7013463017,44919.2690079842,46454.4903575539,47910.6416985058,48963.4747932085
"244",29964.6419920288,33172.571266192,32480.8268746709,31932.8373905099,34153.0517456098,33309.3311800976,32614.4170327012,35974.1028733342,34945.4984360172,34028.2160101357,42958.3734568795,36949.509044456,36505.7671840909,38321.1080451916,40095.1575829479,41520.6638943238
"245",29759.7257818985,32380.8905291397,31764.9008738335,31293.4208386859,33353.2084017778,32548.5872744414,31910.7986302673,35342.8992299644,34253.5754007068,33317.1813577042,43584.4949940802,36081.8763132428,35733.0816603934,38138.1293000106,40415.049242091,42091.0268486364
"246",26674.2429564913,28709.4560741775,28177.8227168368,27788.8950229931,29678.8754162833,28911.359447259,28335.1242486181,31967.6563641675,30739.2580769327,29747.8140283374,43997.7530774633,32376.7030345736,32171.3126219617,35737.2141151969,39296.7690147337,41890.1059844742
"247",37630.4614317235,38917.1375565577,38589.6011942326,38348.1293891126,39499.4583485237,39034.6796819618,38682.3799564815,40841.436957774,40119.9785977303,39530.5611935773,47515.4366793256,41122.367885978,40982.9074837976,42983.1342594302,44944.513730893,46372.8765923487
"248",36633.4183983952,38207.3662771654,37815.7743892342,37522.9815524111,38885.4515560781,38344.565290169,37926.4867289541,40373.7750302215,39582.187984465,38916.3470408724,46711.8688502264,40696.8613335153,40538.9024082127,42570.1942155523,44408.3998692777,45678.3003483914
"249",32261.8599567783,32938.5319888089,32754.8271001322,32623.4372480336,33305.5314949958,33023.2483002948,32816.8596729721,34246.7929270823,33749.0298183682,33359.3706401407,39865.6929851915,34282.9074626258,34260.2478633721,35933.9667828317,37655.6471139124,38921.2618704109
"250",34229.3361292485,36008.6449046102,35578.8823716867,35254.8099867662,36712.6998297441,36134.6268561204,35684.8009001727,38220.8218651232,37395.9221224992,36702.7298125027,45078.1402354106,38724.8297109755,38483.3603315792,40462.8748966466,42399.2846710056,43846.866000903
"251",34521.4540762271,35955.1493329452,35609.5355022133,35349.3308647482,36521.7009271703,36055.6212241982,35693.7916667181,37742.4127013354,37072.9632779226,36512.5359128297,43421.3877805192,38156.4550464888,37957.7653257332,39576.2709921192,41182.332966356,42400.4833766873
"252",34690.6614358486,37174.860661018,36595.9280268945,36150.366627545,38088.5364527743,37337.500299395,36737.2917655417,39929.9353254339,38933.2988236161,38065.061232526,47002.934280999,40562.5492531555,40264.1664379091,42432.5566227177,44389.806380335,45776.647036877
"253",28471.1319639377,31181.6598724948,30564.7853941629,30086.0934864168,32120.5319672833,31335.6991318442,30703.3814081098,33969.1455639592,32952.5193382383,32062.5570340937,41167.3062268403,34731.6087638474,34376.1172624855,36457.7655553233,38406.598414948,39851.2048270178
"254",39686.2645006566,40182.8712707243,40054.8543831764,39962.1566032186,40423.1965967921,40233.282862442,40092.629561169,41018.0534547221,40698.539334856,40445.5344601569,44490.6094319747,41099.3334974394,41056.6551296442,42056.5885757518,43106.7450942864,43909.991450449
"255",26084.0424405093,28699.3836086319,28038.6102580903,27548.5913812818,29839.2309527324,28918.0484994767,28215.6788073809,32410.6140486226,31012.2129510747,29865.4915462108,45320.952521757,33103.0366884023,32765.384497418,36475.3880727748,40194.6737536177,42964.3193773279
"256",29719.8055167291,31559.8387395049,31121.9235224143,30790.0749669083,32259.706654783,31678.3476334529,31223.7551606205,33735.3674826544,32919.5144868075,32231.9495573097,40522.0602218972,34302.8273623874,34033.252388683,35914.8101411117,37800.0188366366,39254.9014952309
"257",31160.6853438121,32721.8818722777,32316.2477628476,32019.0352489105,33461.5535655271,32876.9846732341,32436.9522691408,35198.7231986458,34270.0248029651,33516.6993445527,44019.8636113506,35494.9003034697,35345.9288203307,38019.9084450846,40634.7882945159,42513.954263244
"258",27191.037457806,28761.7550534879,28349.7238434092,28049.1592219155,29522.1827928333,28922.5873164583,28473.8915764319,31336.4294880984,30365.3852597372,29584.2959828495,40972.0873809289,31624.2737433003,31478.2439247569,34351.9545746007,37220.8641960419,39307.595271061
"259",29815.1417854764,31685.7577994054,31215.3004535554,30864.7477621911,32508.1651905433,31853.7907315966,31350.16264785,34331.5896747171,33361.696401161,32550.3010977045,42277.2946997467,34710.6771329547,34524.7593583413,37058.5394843049,39368.6967983368,40962.9808055103
"260",30050.7484945638,32069.0302880011,31561.8245222941,31184.5035374354,32947.4660310726,32242.2971261578,31701.6508118647,34908.6496300714,33853.3820008746,32978.5169146461,44033.5295209575,35381.7113633579,35150.4856234545,37917.8806524171,40561.9495222084,42456.0374734922
"261",36326.2626803315,37988.3363227508,37559.1557228897,37243.8587975304,38762.5248148486,38148.2775582163,37684.5203103064,40564.9099025524,39599.0403354899,38813.140521422,49631.7297663668,40902.9836111014,40734.1163932253,43469.1702185022,46145.4407864902,48075.0146588466
"262",38018.1526874702,38477.4015972112,38355.9827036079,38269.0207897808,38714.2315710239,38529.0276963997,38393.7567766317,39324.9256798007,38997.410441603,38742.9456937784,43291.5168937239,39377.1385295815,39347.916542874,40451.0549768233,41659.4445988963,42603.1279632872
"263",37790.6225610734,40220.5205494794,39683.2815988157,39262.0252977636,41012.235580201,40342.5293129198,39796.6864180057,42527.9399296574,41686.9004416764,40942.4670980347,48294.3305503346,43224.3450708139,42902.9442778969,44518.537534035,46047.8991197562,47213.8814495204
"264",33381.015740062,35039.3295978009,34603.8523893642,34286.1625434495,35843.578889252,35209.8701579406,34735.5394060086,37760.7815981179,36735.3130028023,35909.9650392705,47899.1667830679,38061.7768095704,37909.201310558,40940.7035865622,43955.2698227709,46140.4431749529
"265",33132.7688196998,35112.3953234771,34637.6669960533,34278.3271658225,35881.6165332047,35248.1416443313,34752.9390706007,37509.7351878057,36617.9976275051,35864.6116224415,44763.0306517336,38076.6048517188,37806.1827379758,39897.8788998782,41934.0489241159,43455.3232184733
"266",39035.2380986779,39548.9489856436,39419.2344381411,39324.1151493159,39788.9209743861,39600.7461807162,39458.6625967452,40354.2196504562,40056.3295965673,39812.434722276,43012.9266211939,40422.8661450499,40387.0731377218,41250.8857658068,42057.0983045426,42630.9019019475
"267",40325.6114069158,42158.6149737465,41733.0738241819,41406.862833373,42822.687082151,42269.305182746,41830.1793955026,44176.883876658,43430.6241020168,42789.5060301207,49878.2246209624,44714.2100036111,44461.0803856971,46084.8199773797,47653.6998817031,48840.6634030301
"268",36422.9863465849,37880.4999726641,37498.8299795379,37219.4490518885,38589.7631233402,38035.9347077346,37618.6310161086,40255.463609204,39376.4161465502,38658.8018641541,48207.5922252529,40464.5351807957,40357.72927032,42906.0146729919,45280.0631077181,46917.8142849368
"269",30754.917272014,33036.216384425,32496.8293328173,32085.1468210293,33897.6794958862,33188.3038270659,32627.6634366975,35676.0736621369,34706.8481456636,33875.5280336218,43037.37734866,36297.7640875753,36003.0194251254,38187.4574447225,40238.5224158576,41732.6140951055
"270",27543.5245736117,29973.4668528079,29370.3834119789,28919.9326819115,30990.0116655407,30162.5690561575,29526.1508858517,33230.6268767193,32008.4576587765,30995.7460427096,44018.4422439872,33903.8268476218,33578.5606077161,36678.2288333484,39751.1060884554,42040.3424150591
"271",31700.5756096999,34684.1042389093,33983.2979228771,33447.5052347946,35778.5390486657,34864.6104700919,34142.2003743754,38022.3154848504,36779.0960591583,35717.8361055566,47833.0141464517,38946.4110789909,38511.7188748562,41229.6848438513,43910.7227200524,45965.6332485256
"272",28542.149497319,30301.396915819,29851.3098815263,29520.079916968,31096.2858157296,30457.6664686631,29975.3999111133,32938.999224671,31938.6195819688,31128.2672607506,42725.9882345877,33377.9103709227,33161.1223572262,35951.0997913713,38807.3113312614,40958.2613659834
"273",31791.8617217218,34212.3545714971,33628.1812229498,33186.9565434656,35160.1179350484,34378.4123086245,33769.2658037846,37177.3956595466,36068.343751972,35136.1860428182,46446.8138154982,37897.6080384333,37554.1634156617,40173.9232106311,42767.3933748484,44728.5118458059
"274",40871.7738918265,41594.1317069331,41414.2473140796,41280.9994190322,41914.3612447158,41660.2321557108,41466.0854451267,42642.5446113746,42256.0353569796,41935.5598482357,45928.3071832037,42773.3737938301,42707.7829352645,43760.4649860582,44737.7998422641,45431.9349204372
"275",30705.9659503165,32586.7539343798,32118.873756519,31771.1597587935,33374.3696093399,32728.2972281154,32235.338655238,35140.6309680745,34165.6316917282,33369.3255798888,44522.6380573776,35722.822954121,35440.9832631949,37968.7614512506,40633.3477024392,42732.5283869624
"276",30887.996255252,34906.7297836463,34068.7418569464,33394.8771519543,36053.7213450998,35057.2761658561,34222.483003544,38104.4938277345,36938.677328403,35880.6204546792,45586.4956673061,39280.6996060994,38752.5734379237,40642.8432243437,42477.6161793412,43974.8017744681
"277",32713.5699858971,33967.4640115252,33641.8209432416,33403.0402736446,34567.4355307314,34097.0705630097,33742.0563473475,35970.4579814416,35228.0595405756,34621.3059502109,42677.541923971,36166.0266971795,36066.7229582285,38198.6427109649,40196.7651621854,41588.3373734456
"278",29295.5576709888,31754.0088806685,31128.5701134894,30665.1620071045,32851.7355387856,31974.371820994,31304.9577491575,35332.8102859271,33999.942510506,32901.2379605545,47136.360763802,35888.7709714268,35615.6689716117,39194.202187854,42629.956924758,45084.2259286648
"279",43848.9380294057,44119.5659343554,44058.1722804003,44012.4757145756,44223.7590229947,44138.11929127,44072.554785339,44462.4822260897,44332.7310285888,44225.7569905511,45632.4459046345,44525.2950022791,44493.6856010474,44840.4973941684,45194.2514550724,45479.3209664639
"280",38657.9892507717,40547.4879328925,40093.0778950956,39748.1080932341,41298.5370111618,40691.216467528,40213.2191471493,42872.911957314,42030.6369489304,41307.5644945089,49122.6178318424,43306.7360217287,43098.6860123743,45084.9742792065,46857.8897096315,48087.1872657916
"281",32371.1461874061,33905.388325475,33519.4070625239,33231.8597547426,34585.6682576699,34047.3082594148,33632.6463447557,36093.5576092904,35296.6404424074,34627.7323638787,42486.7508543829,36375.1376895015,36236.5659532593,38326.0873067337,40188.3773738047,41454.9551148836
"282",27965.5008187812,29873.7252621667,29372.8872640853,29005.9129271002,30802.3656197732,30077.4525088788,29530.4592795588,32972.3895447426,31827.7720180349,30891.3547545349,43220.4954388886,33250.8173892402,33109.5258735983,36401.9715877783,39445.8528453075,41529.0935428431
"283",26435.2456618092,28256.7842734986,27779.4847305115,27430.9178096642,29132.7667251675,28440.6386783509,27922.0710572225,31212.6663399483,30097.3573497046,29199.3497836181,42270.1718639904,31565.923809536,31388.2007880024,34657.774005934,37923.1998911257,40303.7662148135
"284",27163.9109882447,29025.3335913508,28530.2422361489,28169.8099954026,29959.6444955667,29232.6508602843,28688.761493787,32193.9518798778,31013.2791023178,30058.9936658948,43414.9229495881,32441.3974487008,32313.4261823997,35845.0703565572,39207.5107679779,41546.7551355525
"285",39207.2516848771,39927.7561091949,39742.5696269868,39607.4430904085,40268.1495374777,39998.5413413777,39796.8024717302,41084.0914168472,40646.5922730189,40294.9836500212,45460.9800801116,41216.6329101066,41148.9114541709,42447.6525970334,43758.4727224559,44731.9074739345
"286",29719.8468431594,31444.5383683184,30988.0624535061,30656.0773276926,32296.323995001,31627.1553900447,31128.2112592322,34348.6118971672,33251.5434123975,32372.9922163296,45467.0709766235,34643.5997950022,34492.8079915551,37799.7470900334,41118.6797877628,43533.0566471699
"287",25392.448909263,28561.7149209101,27765.85680199,27174.3041809293,29914.806631395,28813.5133339363,27972.132471587,32943.1122586828,31284.9019421536,29924.6943095855,48377.9000428037,33854.6947229161,33412.9038060894,37728.2824271931,42131.9098559676,45478.3937232394
"288",33174.4511410875,34125.0382626056,33859.7502135731,33671.4583042507,34669.6124213951,34254.2200848674,33953.4582806359,36103.8704639004,35345.325761243,34759.6869887256,45389.9983967412,36112.5868897884,36100.1223722103,38780.1853974419,41639.1936916511,43775.5971260244
"289",36209.8796430257,37482.1790552672,37182.3172851528,36953.9701908527,37968.7650698812,37571.2022100407,37257.5073249669,38982.6904171094,38435.4576998064,37965.608074102,43079.5163041886,39297.3793121956,39146.8413884428,40411.8163759031,41573.4641178003,42409.3679549904
"290",38546.5406313812,39953.9537847383,39622.1108507716,39370.0673396117,40483.688983683,40044.313660107,39699.5981524092,41594.9784908832,40983.167820536,40464.7351809885,46539.855656834,42010.1029196159,41812.6835529547,43215.3840977282,44596.4356036936,45650.4896819657
"291",39521.8003693434,39985.8001775949,39876.36396395,39794.4850737079,40172.3376458545,40021.2844974566,39904.6485459325,40586.6064817281,40364.1430381627,40177.9493273269,42431.224323414,40687.7034616964,40637.6610366678,41211.5473760374,41757.8218462306,42167.285160086
"292",31308.3033983717,33143.530469636,32700.189803949,32365.8090144609,33869.6539020102,33273.5357965058,32809.5369299002,35424.0311820491,34574.0244315279,33859.4333036904,42473.6496940236,35942.9922231304,35694.3612636721,37732.5666303546,39724.6121508534,41212.0219742327
"293",24452.7851387035,27385.2775983977,26664.9866057652,26125.3674326242,28569.8276703769,27592.5157625606,26839.3110338147,31153.6004273456,29724.2745686574,28542.1919931818,44124.3166690269,32084.1345217303,31638.2387238566,35153.7444046616,38790.4439271882,41630.3463444255
"294",40848.1327041138,41669.6446740763,41465.023227579,41313.6892497955,42027.9207906612,41739.7185685288,41520.542040746,42848.1106317377,42405.2317589779,42042.4135415275,46917.889960435,43038.8334880018,42944.3627969251,44151.1719435666,45347.1620861723,46237.1725909181
"295",35744.8159411836,37028.2365769873,36677.5251009561,36424.0205584732,37728.1080195749,37199.2098196819,36804.9287623322,39422.7509656663,38551.0381760846,37841.6188284189,47161.6158273202,39432.4297820011,39422.4634400403,42115.3144790309,44458.9345496642,45979.4868965252
"296",36154.9114536787,37029.6126012284,36800.6705005683,36634.1197597771,37459.5293172345,37122.9242603935,36871.6173112519,38496.4371258055,37945.5327095855,37502.5215886149,43915.329196432,38623.5033806169,38557.5233564038,40220.5967144822,41851.1040347913,43024.2050542068
"297",29510.4466901485,30694.0334108165,30380.5181959983,30153.2215465979,31284.6137941706,30821.3343675653,30477.3259686952,32726.1560941668,31955.4286321891,31341.7544129696,40785.2875597635,32915.5128762917,32817.539479875,35191.3128944892,37607.6279358848,39386.6522148449
"298",44233.0503638438,44977.847075294,44800.813916807,44667.5001836794,45273.6173604545,45033.2317940657,44846.1596987398,45913.668624167,45568.7826144342,45277.5534868428,48673.3602141252,46090.2319702548,46004.2973889913,46855.6401537896,47657.4335940804,48246.9768532408
"299",39351.1007960742,40160.1360520088,39938.8591952888,39780.876376882,40602.9761967407,40262.0716945582,40013.5498626409,41746.5248973052,41139.6771652506,40667.2997966791,48866.3898312797,41794.8650971969,41765.0308076169,43831.6797729507,46009.7068014889,47635.5551115211
"300",28506.3726741906,30147.7947483586,29705.1976111843,29385.3522749489,30999.9923568467,30339.0477564633,29849.4804161137,33095.068793567,31984.8548718329,31100.6266871021,44515.3088327731,33285.9137484168,33184.4211092409,36664.2794510999,40111.6973492242,42572.6537440734
"301",36320.5073989157,37679.3452865314,37346.7927764454,37096.8559130882,38245.1563357903,37791.027363717,37437.9054601333,39468.9515967046,38816.0969563786,38263.4301336674,44578.4386075172,39763.2180834508,39620.2140506892,41248.6583264693,42722.5157254562,43750.7454482582
"302",32458.9904112903,33541.8492562913,33243.6001023693,33030.8651641477,34138.4101688574,33678.6897039339,33344.156406952,35683.7952958295,34861.1009750833,34223.2488653818,45625.7645928373,35759.807186079,35714.3222473709,38535.6066086765,41567.0998044441,43859.4457707866
"303",30158.0528501522,31045.6500884197,30805.8234554796,30634.0632346512,31512.8389018912,31148.1683374138,30881.8805438193,32710.097517066,32066.7584600578,31567.4920844311,40584.7038158113,32825.7223357515,32762.9342820877,34919.4693284059,37295.4494761597,39147.0728185047
"304",29279.987723228,31278.9082065898,30780.770019189,30408.5961199937,32134.4053059444,31447.4460346391,30917.6607719896,34017.2607887809,33006.9497071765,32162.1798653883,42402.834891649,34477.3465925458,34253.4480509337,36841.6399188017,39259.3750469363,40967.3295892758
"305",24616.2019515277,28045.2497124867,27184.8040722064,26540.7169701763,29532.9025619131,28347.9161171536,27430.4243395954,32776.5011450191,31052.8936047647,29599.351680295,46414.8224331766,33486.6421172656,33141.5658040171,37522.1872996107,41440.5994836152,44097.8438373242
"306",39426.0911289636,39872.3305129427,39752.5553213021,39666.7212685571,40115.271903673,39930.5878429599,39794.780365079,40731.9697453304,40411.4221989,40156.6064181046,43968.6481611656,40727.2493965019,40726.1981904167,41786.8325389329,42794.7299092965,43500.9491889616
"307",41837.964686916,42214.0192983822,42116.9025249206,42046.9183948625,42401.0986188501,42254.6326562408,42146.6966755795,42873.3651462895,42621.7227822255,42423.2186307286,45631.1898983337,42914.8525869867,42891.7506640013,43706.8357148748,44553.2807145223,45194.5235734488
"308",26364.8671490037,29573.6966671564,28817.0627733547,28237.4359762113,30774.5775356661,29786.0734892333,29001.0574709015,33225.095137608,31892.214202091,30741.5523360015,43068.6145255424,34085.1313120886,33678.8678293919,36628.967656972,39355.5277771218,41313.0924515119
"309",35812.640671947,36466.3513766588,36299.3888705628,36176.9615205779,36775.5698898804,36533.5675516298,36350.8057093472,37501.4830026156,37119.1443324132,36805.9219657984,40901.36019351,37589.9199617563,37544.1988555315,38648.7200576351,39672.6173034965,40391.2671421947
"310",36770.6745102318,37688.4550138823,37457.1539938275,37287.1041139677,38093.8735810728,37765.5296693935,37518.1733037601,39040.7342559066,38522.7905951423,38105.6989779466,44331.4888749611,39287.178261069,39165.3409244881,40617.6255874511,42157.0801440756,43362.5583059713
"311",29359.6263186746,30584.6255514851,30249.325094404,30008.8188709269,31249.6115657847,30738.5980360522,30363.4198823894,32929.0636802924,32042.5056827646,31343.8515950418,42524.5271434151,33009.5355260949,32962.3117685983,35876.1118690386,38804.9956486617,40907.8246104465
"312",33919.5519143151,37288.4528056479,36558.1238911511,35979.5103740686,38338.4727560851,37444.7375052732,36707.5382600166,40293.6717141874,39204.8014736881,38228.6846954268,47450.5257185956,41244.470893579,40809.9301049355,42786.4564047309,44643.0507716665,46061.725671184
"313",31516.735599366,33445.5708538687,32970.8406431724,32615.2173482211,34242.6042991156,33594.2482366348,33093.507007436,35984.8232828964,35037.754551883,34247.9166189917,44062.915531704,36499.8877274824,36251.0177789612,38622.7657126068,40931.7360180589,42631.4713641387
"314",28258.0140744255,30858.593471273,30201.6135606976,29713.8357092018,31995.9436943757,31080.5132859172,30380.9243262675,34551.0275572985,33169.2887437565,32030.5788489537,46910.2437596981,35197.2858984111,34881.6744369111,38534.8502076041,42109.0601672652,44712.8612318425
"315",22780.0828548771,24794.2251624505,24251.4623967273,23859.6997025683,25829.1162425246,25019.7444288049,24422.3455144215,28392.1523161102,27019.100749156,25935.7988804348,43533.30461049,28704.3877835615,28541.5747735909,32888.4572402814,37430.6608083574,40819.7722403507
"316",38346.7471958371,40366.7137713354,39883.7647989452,39517.3958985756,41148.3884165143,40505.9549348341,40002.1232888044,42791.758045818,41895.0055850808,41133.4231641108,49896.5784197963,43351.0297283461,43084.5096865259,45169.8232253107,47162.3907157779,48628.8710956608
"317",31170.7124140989,32370.458159409,32065.7552432785,31841.740525698,32906.1767790202,32473.537730842,32147.5094480823,34155.0730171234,33473.3171667652,32923.7013467914,41053.3576052441,34471.9710211811,34315.4100864879,36226.5406278548,38234.8690204601,39789.2719405514
"318",30573.5407618973,31512.2851404894,31259.7557039417,31078.1160443934,32002.525890188,31621.4175231452,31341.1333711508,33234.8106054126,32578.2649866205,32061.7178421246,40523.3370150328,33342.2693914569,33283.831158918,35414.9440327151,37626.6903187429,39268.5935037578
"319",41150.9850474151,42206.8962771239,41933.1716674635,41733.3184585955,42707.9748990636,42310.7684343477,42013.3967131008,43903.3193012174,43260.9904478324,42744.8087034895,50350.6517443905,44111.1901691143,44005.9491538115,45899.2357039624,47817.6591398372,49239.6204578873
"320",33781.2326321353,35405.6825699812,35023.3177375253,34732.2163576693,36013.3297885188,35509.29388956,35112.6436917358,37278.3746252997,36582.5010410097,35990.4538310697,42801.074723606,37754.0013870838,37528.3617204365,39103.8813527381,40641.314384806,41805.889959848
"321",37290.7384889233,38020.4528628474,37840.5797121813,37707.1827957417,38333.3358184804,38081.2919418885,37888.9121396004,39043.7436104837,38660.5844589464,38345.0533658938,42475.9957764637,39211.8046259807,39128.7186142199,40157.3104148005,41164.6892325747,41912.3694341399
"322",33754.2170797207,35161.9256936608,34782.0448811779,34507.7067813413,35897.492878301,35328.564142962,34907.3021313923,37709.3828849945,36751.8942133462,35988.7838600187,47482.1438810584,37853.2610615469,37775.6436021048,40788.5419568637,43746.1689941493,45842.760134205
"323",34960.483609005,35977.6055256216,35720.5487446065,35530.282436895,36438.0647981572,36074.321111816,35796.5331331346,37483.6505950335,36930.2747645531,36471.1057903624,42153.4271459748,37661.2337674984,37572.4300236389,39081.6597106156,40464.0571394774,41424.9545046331
"324",31576.9419352541,32608.1033438295,32344.4801916183,32151.5405977053,33077.4132759136,32699.2737326322,32416.0007242169,34190.167368329,33582.4748390539,33096.6095652451,40622.2365684157,34456.4306148913,34323.8738692749,36079.8178796394,37962.5750530606,39439.3850974601
"325",38230.7815676741,38664.7013215331,38551.6678727775,38470.3166251869,38881.9186186437,38711.4305695219,38586.0991804097,39432.3340468706,39137.5261036979,38906.2429741496,42793.8227177805,39488.056331975,39457.6290332209,40419.315046845,41444.4335076756,42233.0930090059
"326",29251.2372843801,30506.8264508515,30168.8122281964,29924.6258530925,31161.1224852838,30655.0805211452,30280.1806916901,32771.4317818277,31921.0529360045,31242.6226282859,41396.0570540685,32897.3850028629,32829.2507483694,35500.6554054276,38113.6590126649,39963.2857111919
"327",35003.7326668055,36381.3820809406,36006.518410544,35737.1040896157,37114.6226082308,36547.4482709752,36130.4446334022,38956.4554608419,37978.6228099349,37208.4194958245,49673.7309259294,39093.022459632,39017.910176361,42197.5104307532,45449.3891024977,47822.3885869043
"328",36601.2937003407,38418.1270971259,37977.8265571958,37646.9766726386,39135.6855158811,38541.7201918888,38082.2546714827,40688.2766553558,39828.7728722555,39114.6309661905,48327.6718843734,41262.1360471468,40987.6023841424,43065.2779346176,45203.1916255926,46877.128849101
"329",41263.7224756352,41891.4288897014,41722.6128751883,41601.0608498641,42228.2727343348,41971.5275242983,41781.5697057331,43065.481418991,42630.2131924319,42281.2981661785,47278.1263345703,43078.3821124607,43068.1690316689,44462.0261664508,45759.5786466528,46651.9354525002
"330",37661.0835631428,38788.6374813342,38511.0880841753,38304.2676975605,39260.0767418528,38876.7512535553,38582.744843923,40311.0369853817,39738.9160166207,39266.2660924631,45418.5404990377,40610.3211500019,40464.5220614292,41944.3452884504,43418.1821266744,44526.0694832678
"331",28844.1699503981,33180.2101332644,32332.3918996955,31631.6878829593,34286.4072116714,33318.5664483475,32481.8726055305,36149.9852128901,35092.0953098426,34098.8785744397,42213.6909175305,37246.9616092791,36762.6158661846,38298.0947870233,39740.2310199881,40910.8283463111
"332",29704.1402926059,31857.8435176056,31354.5489899077,30970.1815614937,32638.8562691708,31982.5468243913,31464.9011866299,34244.9227269037,33348.305555897,32586.599819231,41533.8149266897,34946.9701250693,34616.9668570761,36569.3211969552,38549.2544182935,40116.3296387254
"333",37982.1886074773,38459.4295660195,38333.5672112202,38242.8960113706,38706.4203106564,38515.786900733,38374.9993779353,39324.8185684798,38999.5559883507,38740.804404167,42659.1357576947,39355.1442526297,39337.0479786764,40384.2238958084,41410.188851189,42148.6506700646
"334",30235.7572005624,32839.5376409057,32203.0717641342,31721.5027036908,33910.5203551463,33052.5275671748,32379.1803839735,36171.9318762186,34971.6798556251,33942.058304431,45029.9839427873,36721.225822309,36456.9245299303,39345.4121299171,41862.5770734208,43557.7814646365
"335",32010.4988523597,34615.8654359288,34010.3401035697,33545.9051658386,35549.6365156422,34765.6056949596,34143.7171835219,37446.0452335902,36390.5665354309,35486.8577480746,45714.4329231262,38269.5094673785,37883.5735511415,40138.0070696916,42379.6702275126,44124.0998660507
"336",24282.1854212904,26659.2195638903,26017.9062608398,25553.675234544,27887.5681424389,26934.1833177007,26226.4340381102,30885.2573027274,29296.8461693315,28027.8301340295,46956.2681492035,31179.9190141778,31025.1257400848,35944.8903790945,40779.3558325725,44204.4766000421
"337",30684.7280249634,32672.1780202488,32175.9275815316,31806.2378606385,33521.3872586624,32835.0608177768,32308.4382497679,35409.9237207768,34386.8602212384,33539.7999029666,44389.7491075136,35916.9304497037,35670.3011483886,38320.649618054,40905.6838010778,42797.2331546995
"338",36074.8888284805,37099.0478985974,36850.8929864371,36664.207131886,37520.0930829578,37181.6649301632,36918.210098228,38429.9580700496,37944.6407714365,37533.2315583074,42206.7436514479,38649.699607579,38542.6676097465,39750.4207295663,40845.1104114471,41616.523661425
